id,customerId,driverId,rideStatus,rideType,pickupPoint,pickupLat,pickupLong,dropPoint,dropLat,dropLong,initialDistance,initialDuration,finalDistance,finalDuration,payWithNuraCoins,appliedVoucherId,appliedCouponId,rideAssignedLat,rideAssignedLong,initialFare,finalFare,payableAmount,rideStartTime,rideEndTime,rideAssignedTime,initialOdometer,finalOdometer,createdAt,updatedAt,schoolRideBookingId
395,77,,PENDING,RIDE,"Metrozone H tower, BLOCK-H, METROZONE TOWERS, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0819563,80.193937,"SUNDAYS, 101, 6th St, D Block, Annanagar East, Chennai, Tamil Nadu 600102, India",13.0854016,80.2247136,4.216,928,0,0,f,,,,,107,,,,,,,,12-10-2025,12:50:46,12-10-2025
396,77,17,COMPLETED,RIDE,"Metrozone H tower, BLOCK-H, METROZONE TOWERS, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0819563,80.193937,"SUNDAYS, 101, 6th St, D Block, Annanagar East, Chennai, Tamil Nadu 600102, India",13.0854016,80.2247136,4.216,928,5,25,f,,,13.08836856,80.21303505,107,107,107,45942.5477,45942.56513,45942.5365,2248,2253,12-10-2025,13:33:58,12-10-2025
399,59,,DRIVER_NOT_FOUND,RIDE,"BLOCK-Q, METROZONE TOWERS, Metrozone Driveway, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0829486,80.1950899,"THIRUMANGALAM METRO PARKING, 36P2+2V2, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0850203,80.2021362,1.652,370,0,0,f,,,,,49,,,,,,,,13-10-2025,01:03:54,13-10-2025
400,120,9,CANCELLED,RIDE,"Metrozone N Tower, 44, Pillaiyar Koil Street, Off, Jawaharlal Nehru Salai, behind Vcare Hospital, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0835308,80.1941479,"Narayana Olympiad School- Mogappair, EB Office Rd, Golden George Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0795366,80.1826181,2.253,517,0,0,f,3,,13.07830571,80.19895881,88,,,,,45943.09456,,,13-10-2025,02:49:30,13-10-2025
402,191,,DRIVER_NOT_FOUND,RIDE,"Appaswamy Towers, 26QR+WR3, Sir Thyagaraya Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0397711,80.2420573,"Glow - Skin | Beauty | Wellness, 3rd Floor, Door No:3, Khader Nawaz Khan Rd, Thousand Lights West, Thousand Lights, Chennai, Poombukar Nagar, Tamil Nadu 600006, India",13.0608153,80.2513913,3.721,654,0,0,f,,1,,,89,,,,,,,,13-10-2025,05:10:30,13-10-2025
403,120,,DRIVER_NOT_FOUND,RIDE,"The Madras Medical Mission Hospital, 4-A, Dr, J J Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0859697,80.187141,"Metrozone N Tower, 44, Pillaiyar Koil Street, Off, Jawaharlal Nehru Salai, behind Vcare Hospital, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0835308,80.1941479,1.715,462,0,0,f,3,,,,49,,,,,,,,13-10-2025,05:24:35,13-10-2025
404,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,13-10-2025,05:38:34,13-10-2025
416,201,,PENDING,RIDE,"Navin's Dayton Heights, 76/52, Collectorate Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.07052284,80.22236878,"ibaco - East Anna Nagar, Chennai, No. G-55, 1st Ave, R.V. Nagar, VOC Nagar, Annanagar East, Chennai, Tamil Nadu 600102, India",13.0884378,80.2235253,3.041,608,0,0,f,,,,,89,,,,,,,,13-10-2025,09:24:30,13-10-2025
405,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,13-10-2025,05:38:51,13-10-2025
411,195,,DRIVER_NOT_FOUND,RIDE,"Brinley Garden, 36Q2+WM4, 16th St, H Block, Temple View Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0897605,80.2015415,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,3.88,586,0,0,f,,,,,89,,,,,,,,13-10-2025,07:34:04,13-10-2025
406,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,13-10-2025,05:41:09,13-10-2025
417,203,17,CANCELLED,RIDE,"Pranav Towers, 369F+VXG, Nelson Manickam Rd, Rajaram Mehta Nagar, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0696762,80.2249605,"Revoke Gym, 2nd & 3rd Floor, No.251, Sriman Srinivasa Road, TTK Rd, Alwarpet, Chennai, Tamil Nadu 600018, India",13.0408043,80.2580197,6.509,1066,0,0,f,,1,13.0798088,80.19415766,126,,,,,45943.44278,,,13-10-2025,10:37:46,13-10-2025
413,198,,PENDING,RIDE,"Sams Avenue, Sams Avenue, Valluvar Salai, Jagannatha Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0732297,80.2056818,"SV High Global School Arumbakkam (Cambridge), PL 1 & 2 METRO STATION, SV High Global School campus, Pl 1 & 2, Vinayagapuram Third St, behind ARUMBAKKAM, Annai Sathya Nagar, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0625802,80.2101768,2.179,549,0,0,f,,,,,88,,,,,,,,13-10-2025,08:29:58,13-10-2025
414,200,,PENDING,RIDE,"Point One Promotions, 4, 5th Cross St, 2nd Main Rd, Balaji Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032, India",13.0239401,80.2050937,"Metro Station Ashok Nagar, Metro Station Ashok Nagar, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0354842,80.2111292,1.768,348,0,0,f,,,,,49,,,,,,,,13-10-2025,08:36:31,13-10-2025
415,200,,PENDING,RIDE,"Point One Promotions, 4, 5th Cross St, 2nd Main Rd, Balaji Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032, India",13.0239401,80.2050937,"Velu Street, Velu St, AGS Colony, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0408794,80.2226099,3.959,824,0,0,f,,,,,89,,,,,,,,13-10-2025,08:37:21,13-10-2025
420,184,,PENDING,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"PR HOMEO CLINIC AND PHARMACY, No 35 1st floor 2nd Avenue Nehru Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0851871,80.1994808,1.624,428,0,0,f,,,,,49,,,,,,,,13-10-2025,12:27:32,13-10-2025
440,77,,PENDING,RIDE,"BLOCK-G, METROZONE TOWERS, Metrozone Driveway, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0816948,80.19409302,"Jio fiber internet showroom, 309, Mogappair West, Mogappair, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0837277,80.1706065,4.175,848,0,0,f,,,,,107,,,,,,,,14-10-2025,09:22:23,14-10-2025
423,206,,PENDING,RIDE,"47B, 2nd St, Nagarathinam Colony, Sullivan Garden, Mylapore, Chennai, Tamil Nadu 600004, India",13.04264712,80.266535,"KPMG, Ground Floor, KRM Towers, 1, Harrington Rd, Chetpet, Chennai, Tamil Nadu 600031, India",13.0690326,80.2421368,6.539,1084,0,0,f,,,,,126,,,,,,,,13-10-2025,12:34:28,13-10-2025
426,191,,DRIVER_NOT_FOUND,RIDE,"9, Khader Nawaz Khan Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600006, India",13.06103084,80.25139717,"Appaswamy Towers, 26QR+WR3, Sir Thyagaraya Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0397711,80.2420573,4,787,0,0,f,,,,,89,,,,,,,,13-10-2025,13:38:03,13-10-2025
422,203,17,CANCELLED,RIDE,"Revoke Gym, 2nd & 3rd Floor, No.251, Sriman Srinivasa Road, TTK Rd, Alwarpet, Chennai, Tamil Nadu 600018, India",13.0408043,80.2580197,"Pranav Towers, 369F+VXG, Nelson Manickam Rd, Rajaram Mehta Nagar, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0696762,80.2249605,6.575,1138,0,0,f,,1,13.06014697,80.2605316,126,,,,,45943.52285,,,13-10-2025,12:43:58,13-10-2025
421,184,5,COMPLETED,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"PR HOMEO CLINIC AND PHARMACY, No 35 1st floor 2nd Avenue Nehru Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0851871,80.1994808,1.624,428,2,10,f,,,13.07978346,80.1941523,49,49,49,45943.52552,45943.5325,45943.51993,2416,2418,13-10-2025,12:47:45,13-10-2025
427,148,,DRIVER_NOT_FOUND,RIDE,"No: 2, Basin Water Works St, Sowcarpet, George Town, Chennai, Tamil Nadu 600001, India",13.09373798,80.27708495,"Jains Surabhi apartments, 8/18, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0798009,80.2405948,6.321,1272,0,0,f,,,,,126,,,,,,,,13-10-2025,14:24:35,13-10-2025
424,191,,DRIVER_NOT_FOUND,RIDE,"Mansarovar Apartments, Khader Nawaz Khan Rd, Thousand Lights West, Thousand Lights, Chennai, Poombukar Nagar, Tamil Nadu 600006, India",13.06052152,80.25146858,"Appaswamy Towers, 26QR+WR3, Sir Thyagaraya Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0397711,80.2420573,4.025,768,0,0,f,,,,,107,,,,,,,,13-10-2025,13:33:44,13-10-2025
428,205,,PENDING,RIDE,"Hotel Maris, 11, Cathedral Rd, Parthasarathypuram, Gopalapuram, Chennai, Tamil Nadu 600086, India",13.0453845,80.2577782,"Radisson Blu Hotel Chennai City Centre, Radisson Blu Hotel Chennai City Centre, Egmore, Chennai, Tamil Nadu 600008, India",13.0672583,80.2559159,3.913,733,0,0,f,,,,,89,,,,,,,,13-10-2025,14:27:03,13-10-2025
425,200,,DRIVER_NOT_FOUND,RIDE,"Point One Promotions, 4, 5th Cross St, 2nd Main Rd, Balaji Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032, India",13.0239401,80.2050937,"Velu Street, Velu St, AGS Colony, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0408794,80.2226099,3.959,824,0,0,f,,1,,,89,,,,,,,,13-10-2025,13:36:07,13-10-2025
431,208,,PENDING,RIDE,"4-442, Agathiyar Rd, Block 5, Mogappair East, Chennai, Tamil Nadu 600037, India",13.08097008,80.18649425,"Shrinithi Insurance Broking private limited, 1st Floor, No.55/2 (20/2, Alagappa Rd, Sripuram, Purasaiwakkam, Chennai, Tamil Nadu 600084, India",13.0815711,80.2526283,8.813,1492,0,0,f,,,,,162,,,,,,,,13-10-2025,18:45:20,13-10-2025
433,209,18,CANCELLED,RIDE,"20/1, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1101677,80.2051996,"Jains Abhineet, Jains Abhineet Plot 3 Block 8, Jains Abhineet, 2nd Main Rd, north jaganatha nagar, Rajamangalam, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1115244,80.2055114,1.092,237,0,0,f,,1,13.08034363,80.19641072,49,,,,,45944.23763,,,14-10-2025,05:42:38,14-10-2025
434,209,,PENDING,RIDE,"20/1, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1101314,80.2052089,"THE LEGEND NEW SARAVANA STORES, 15, Madras Thiruvallur High Rd, Padi, Chennai, Tamil Nadu 600050, India",13.10059783,80.19034255,2.833,524,0,0,f,,,,,88,,,,,,,,14-10-2025,05:43:02,14-10-2025
435,209,,PENDING,RIDE,"20/1, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.110123,80.2052097,"11, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.08020687,80.19729182,6.928,1087,0,0,f,,,,,126,,,,,,,,14-10-2025,05:43:41,14-10-2025
436,209,,PENDING,RIDE,"20/1, Sidco Nagar, Villivakkam, Chennai, Tamil Nadu 600049, India",13.1101143,80.2052024,"36/18, S Perumal Kovil St, Vadapalani, Chennai, Tamil Nadu 600026, India",13.05194621,80.21376997,8.834,1346,0,0,f,,,,,162,,,,,,,,14-10-2025,05:46:12,14-10-2025
432,120,10,CANCELLED,RIDE,"Metrozone N Tower, 44, Pillaiyar Koil Street, Off, Jawaharlal Nehru Salai, behind Vcare Hospital, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0835308,80.1941479,"Narayana Olympiad School- Mogappair, EB Office Rd, Golden George Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0795366,80.1826181,2.253,517,0,0,f,3,,13.07983162,80.1943025,88,,,,,45944.0885,,,14-10-2025,09:07:57,14-10-2025
437,147,,DRIVER_NOT_FOUND,RIDE,"No-- 148, AVS Main Road, Beside Cell Towers, near Mohan Gardens, Agraharam, Korattur, Chennai, Tamil Nadu 600076, India",13.1168559,80.19374695,"Dr Nalli Kuppuswami Vivekananda Vidyalaya Junior College, 454M+989, 11th St, TNHB Colony, Korattur, TNHB Colony, Chennai, Tamil Nadu 600050, India",13.1059241,80.1833447,5.232,830,0,0,f,,,,,120,,,,,,,,14-10-2025,08:12:14,14-10-2025
438,211,,PENDING,RIDE,"BLOCK-C, BLOCK-C, METROZONE TOWERS, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.080528,80.1934128,"Thirumangalam Metro, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0854821,80.2009823,1.503,356,0,0,f,,,,,49,,,,,,,,14-10-2025,09:00:17,14-10-2025
439,212,,PENDING,RIDE,"37Q9+PH7, Periyamedu, Choolai, Chennai, Tamil Nadu 600007, India",13.08933227,80.26900982,"Express Avenue, 17, Pattullos Rd, Express Estate, Thousand Lights, Chennai, Tamil Nadu 600014, India",13.0584546,80.2641844,5.525,909,0,0,f,,,,,120,,,,,,,,14-10-2025,09:05:14,14-10-2025
441,213,5,CANCELLED,RIDE,"Thirumangalam, Thirumangalam, Chennai, Tamil Nadu, India",13.083528,80.1944807,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,2.165,485,0,0,f,,,13.08000651,80.19403428,88,,,,,45944.4095,,,14-10-2025,09:50:09,14-10-2025
442,213,5,CANCELLED,RIDE,"K Tower, K Tower, METROZONE TOWERS, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.083277,80.1941121,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,2.249,506,0,0,f,,,13.08000651,80.19403428,88,,,,,45944.41236,,,14-10-2025,09:54:11,14-10-2025
443,191,,DRIVER_NOT_FOUND,RIDE,"Glow - Skin | Beauty | Wellness, 3rd Floor, Door No:3, Khader Nawaz Khan Rd, Thousand Lights West, Thousand Lights, Chennai, Poombukar Nagar, Tamil Nadu 600006, India",13.0608153,80.2513913,"Appaswamy Towers, 26QR+WR3, Sir Thyagaraya Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0397711,80.2420573,4,763,0,0,f,,,,,89,,,,,,,,14-10-2025,11:09:13,14-10-2025
444,211,,PENDING,RIDE,"BLOCK-C, BLOCK-C, METROZONE TOWERS, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.080528,80.1934128,"Thirumangalam Metro, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0854821,80.2009823,1.503,356,0,0,f,,,,,49,,,,,,,,14-10-2025,11:25:04,14-10-2025
445,65,,PENDING,RIDE,"DG Vaishnav College ""Main Block"", DG Vaishnav College Rd, SBI Officers Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0756917,80.2134451,"35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,3.147,528,0,0,f,,,,,89,,,,,,,,14-10-2025,11:45:03,14-10-2025
446,65,5,CANCELLED,RIDE,"DG Vaishnav College ""Main Block"", DG Vaishnav College Rd, SBI Officers Colony, Arumbakkam, Chennai, Tamil Nadu 600106, India",13.0756917,80.2134451,"35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,3.147,528,0,0,f,1,,13.0798595,80.19435078,89,,,,,45944.48992,,,14-10-2025,11:47:12,14-10-2025
447,211,5,COMPLETED,RIDE,"BLOCK-C, BLOCK-C, METROZONE TOWERS, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.080528,80.1934128,"Thirumangalam Metro, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0854821,80.2009823,1.503,356,5,39,f,,1,13.07994314,80.19420594,49,49,0,45944.53857,45944.56591,45944.53438,3746,3751,14-10-2025,13:34:54,14-10-2025
497,187,17,COMPLETED,RIDE,"Crown Residences - Baashyaam Constructions, 23/57, Mattukulam, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0766739,80.1943659,"Pragati's, Ayodhya, Ground Floor, 8/10 Water Works Avenue Road, MR Nagar 2nd St, Aspiran Garden Colony, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0870343,80.2357179,6.122,984,6,17,f,,,13.07989752,80.19417375,126,126,126,45946.41299,45946.42489,45946.39902,2494,2500,16-10-2025,10:12:17,16-10-2025
530,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,17-10-2025,08:08:29,17-10-2025
528,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,17-10-2025,08:04:46,17-10-2025
529,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,17-10-2025,08:06:29,17-10-2025
531,65,,DRIVER_NOT_FOUND,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1728,0,0,f,1,,,,178,,,,,,,,17-10-2025,08:09:45,17-10-2025
547,264,,PENDING,RIDE,"164, 10th Main Rd, Sidco Industrial Estate, Villivakkam, Chennai, Tamil Nadu 600040, India",13.0829997,80.2080907,"2c/61, 81st St, above iniya tailors, 2c/61, 81st St, above iniya tailors, Sector 10, Sector 13, Ashok Nagar, Chennai, Tamil Nadu 600083, India",13.0392582,80.2104588,7.175,1135,0,0,f,,,,,145,,,,,,,,17-10-2025,15:17:36,17-10-2025
737,371,,OUTSIDE_SERVICE_AREA,RIDE,"Karaikudi, Karaikudi, Tamil Nadu, India",10.07354,78.773198,"Goa, Goa, India",15.2993265,74.123996,981.76,65582,0,0,f,,,,,0,,,,,,,,21-10-2025,16:34:31,21-10-2025
498,246,,PENDING,RIDE,"Nearly Apollo Medical, 444, MKN Rd, Ramapuram, Alandur, Chennai, Tamil Nadu 600016, India",12.9983369,80.201703,"D IN MEDIA SOLUTIONS, F-2, 103, Rukmani nagar 1st St, Sri Krishna Nagar, OM Shanthi Nagar, Maduravoyal, Chennai, Tamil Nadu 600095, India",13.0529824,80.1720851,10.582,1941,0,0,f,,,,,178,,,,,,,,16-10-2025,11:10:21,16-10-2025
479,63,,DRIVER_NOT_FOUND,RIDE,"The Metrozone by Ozone Group, 44, Pillaiyar Koil Street, Behind Vcare Hospital, Off, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0817202,80.1945766,"Anna Nagar Tower, Anna Nagar Tower, 6th Main Rd, X Block, Y Block, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0863829,80.2138098,2.859,595,0,0,f,,,,,88,,,,,,,,15-10-2025,18:22:16,15-10-2025
493,219,,DRIVER_NOT_FOUND,RIDE,"Navin's Dayton Heights, 76/52, Collectorate Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0706073,80.2223386,"Red Cross Blood Bank - Egmore Chennai, 32, Ceebros Centre, 50, Red Cross Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.0666113,80.259683,4.953,869,0,0,f,,,,,107,,,,,,,,16-10-2025,07:47:49,16-10-2025
499,192,17,CANCELLED,RIDE,"Glow - Skin | Beauty | Wellness, 3rd Floor, Door No:3, Khader Nawaz Khan Rd, Thousand Lights West, Thousand Lights, Chennai, Poombukar Nagar, Tamil Nadu 600006, India",13.0608153,80.2513913,"Appaswamy Towers, 26QR+WR3, Sir Thyagaraya Rd, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0397711,80.2420573,4,763,0,0,f,,,13.08834067,80.23192853,89,,,,,45946.46598,,,16-10-2025,11:11:07,16-10-2025
494,219,,DRIVER_NOT_FOUND,RIDE,"Navin's Dayton Heights, 76/52, Collectorate Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0706294,80.2224466,"Red Cross Blood Bank - Egmore Chennai, 32, Ceebros Centre, 50, Red Cross Rd, Egmore, Chennai, Tamil Nadu 600008, India",13.0666113,80.259683,4.947,866,0,0,f,,,,,107,,,,,,,,16-10-2025,07:49:19,16-10-2025
532,147,,DRIVER_NOT_FOUND,RIDE,"458V+QP7, Vaagai Nagar, Agraharam, Korattur, Chennai, Tamil Nadu 600076, India",13.1169977,80.19428,"KFC, 10, 70 Feet Rd, Periyar Nagar West, Peravallur, Perambur, Chennai, Tamil Nadu 600082, India",13.1170658,80.2281111,6.773,1264,0,0,f,,,,,126,,,,,,,,17-10-2025,08:32:58,17-10-2025
546,187,32,CANCELLED,RIDE,"Santhosh Super Stores, C-33, 2nd Ave, opposite Santhosh Super Market, A E Block, Block AE, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0848974,80.2058955,"Crown Residences - Baashyaam Constructions, TALUK VILLAGE NO: 33 & 35, Poonamallee High Rd, AMINJAKARAI, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0766147,80.1937765,3.546,610,0,0,f,,,13.08280484,80.1996991,89,,,,,45947.63558,,,17-10-2025,15:22:23,17-10-2025
515,120,12,COMPLETED,RIDE,"Metrozone N Tower, 44, Pillaiyar Koil Street, Off, Jawaharlal Nehru Salai, behind Vcare Hospital, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0835308,80.1941479,"Narayana Olympiad School- Mogappair, EB Office Rd, Golden George Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0795366,80.1826181,2.253,517,0,0,f,3,,13.07984682,80.19417375,88,88,0,45947.10896,45947.10906,45947.09557,2801,2801,17-10-2025,02:37:03,17-10-2025
602,144,9,COMPLETED,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"TVH Lumbini Square, TVH Lumbini Square, Brick Kiln Rd, Lumbini Square, Purasaiwakkam, Chennai, Tamil Nadu 600007, India",13.0881494,80.250468,7.601,1560,11,44,f,,1,13.07978092,80.19440979,145,145,0,45948.44812,45948.47887,45948.44459,4447,4458,18-10-2025,11:29:35,18-10-2025
619,293,,DRIVER_NOT_FOUND,RIDE,"53, Subhash Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1337132,80.1945438,"Koyambedu CMBT Bus Stand, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0686902,80.2051416,9.623,1402,0,0,f,,1,,,173,,,,,,,,18-10-2025,14:02:17,18-10-2025
618,293,,PENDING,RIDE,"53, Subhash Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1337277,80.1945754,"CMBT Bus Stand, 3684+Q68, Chennai - Theni Hwy, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0669036,80.2055654,9.946,1552,0,0,f,,,,,173,,,,,,,,18-10-2025,14:00:40,18-10-2025
601,65,5,COMPLETED,RIDE,"Thirumangalam Metro, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0854821,80.2009823,"35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,2.111,555,2,15,f,1,,13.09846435,80.19773036,88,88,0,45948.45539,45948.46593,45948.44256,4014,4016,18-10-2025,11:10:57,18-10-2025
620,294,,PENDING,RIDE,"14, Kushaldoss St, Pushpa Colony, Saligramam, Chennai, Tamil Nadu 600093, India",13.0535817,80.203135,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,4.815,745,0,0,f,,,,,107,,,,,,,,18-10-2025,14:03:07,18-10-2025
648,333,,PENDING,RIDE,"29-11, Kaveri St, Venkateshwara Nagar, Rajaji Nagar, Kolathur, Chennai, Tamil Nadu 600049, India",13.1126974,80.2112615,"City mobiles, 26, MGR Nagar, Kolathur, Chennai, Tamil Nadu 600099, India",13.1235394,80.2111982,1.613,323,0,0,f,,,,,49,,,,,,,,19-10-2025,11:04:45,19-10-2025
