id,customerId,driverId,rideStatus,rideType,pickupPoint,pickupLat,pickupLong,dropPoint,dropLat,dropLong,initialDistance,initialDuration,finalDistance,finalDuration,payWithNuraCoins,appliedVoucherId,appliedCouponId,rideAssignedLat,rideAssignedLong,initialFare,finalFare,payableAmount,rideStartTime,rideEndTime,rideAssignedTime,initialOdometer,finalOdometer,createdAt,updatedAt,date,time_est,hour,source,dd,dd1,dd2,dd3,dd4,dd5
178,2,,PENDING,RIDE,"The Metrozone by Ozone Group, 44, Pillaiyar Koil Street, Behind Vcare Hospital, Off, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0817202,80.1945766,"THIRUMANGALAM METRO PARKING, 36P2+2V2, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0850203,80.2021362,1.725,414,0,0,f,,,,,49,,,,,,,,45935.55088,45935.55088,45935,13:13:16,18,test,Metrozone,,,,,
183,95,8,CANCELLED,RIDE,"15, 27th St, Block N, L Block, Annanagar East, Chennai, Tamil Nadu 600102, India",13.09235256,80.22267699,"Spinta Digital, Old Door No. 3, New, 20, Pycrofts Garden Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006, India",13.0642459,80.2493394,5.969,996,0,0,f,,1,13.0785237,80.19917339,120,,,,,45936.1822,,,45936.18207,45936.18518,45936,04:22:11,9,test,,,,,,
184,92,,PENDING,RIDE,"Thrissur Railway Station West Entry, G685+F2F, Railway Station West Entry Rd, Poothole, Thrissur, Kerala 680021, India",10.5161791,76.2075418,"Gandhipuram, Gandhipuram, Tamil Nadu 641012, India",11.0175845,76.9674075,119.095,9629,0,0,f,,,,,2387,,,,,,,,45936.20047,45936.2006,45936,04:48:40,10,FnF,,,,,,
185,50,9,CANCELLED,RIDE,"38, College Rd, opposite Good Shepherd School, Subba Road Avenue, Nungambakkam, Chennai, Tamil Nadu 600006, India",13.06640895,80.24511779,"ST COURIER - ROYAPETTAH, GROUND FLOOR, Modern Tower, 23, Westcott Rd, Royapettah, Chennai, Tamil Nadu 600014, India",13.0540257,80.2643757,3.804,603,0,0,f,,,13.06539131,80.23436934,89,,,,,45936.21879,,,45936.21876,45936.22085,45936,05:15:01,10,real,,,,,,
186,3,,PENDING,RIDE,"Amm School, 15/42, Gandhi Mandapam Rd, Opposite to, Chitra Nagar, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.02013292,80.24143143,"Metro Station Anna Nagar Tower, Metro Station Anna Nagar Tower, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0850614,80.2090374,12.703,1992,0,0,f,,1,,,260,,,,,,,,45936.26967,45936.26974,45936,06:28:19,11,test,,,,,,
188,3,,PENDING,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Navin's Dayton Heights, Navin's Dayton Heights, Navin's Dayton Heights, 76, Nelson Manickam Rd, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0713646,80.2225231,4.945,849,0,0,f,,,,,107,,,,,,,,45936.28055,45936.28055,45936,06:43:59,12,test,,,,,,
187,3,8,CANCELLED,RIDE,"Metrozone Q Tower, Metrozone Q Tower, METROZONE TOWERS, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0830732,80.1950026,"Navin's Dayton Heights, Navin's Dayton Heights, Navin's Dayton Heights, 76, Nelson Manickam Rd, Railway Colony, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0713646,80.2225231,5.31,952,0,0,f,,1,13.07852117,80.19917339,120,,,,,45936.27057,,,45936.2705,45936.27107,45936,06:29:31,11,test,Metrozone,,,,,
190,2,8,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"CMBT Bus Stand, 3684+Q68, Chennai - Theni Hwy, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0669036,80.2055654,4.416,805,0,0,f,1,,13.07854398,80.19924849,107,,,,,45936.32024,,,45936.32023,45936.32119,45936,07:41:08,13,test,,,,,,
197,101,,PENDING,RIDE,"Perungudi, Perungudi, Chennai, Tamil Nadu, India",12.9653652,80.2461057,"Navalur, Navalur, Tamil Nadu, India",12.8459348,80.2265229,15.933,2075,0,0,f,,,,,324,,,,,,,,45936.48098,45936.48101,45936,11:32:36,17,test,,,,,,
191,31,8,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Guindy, Guindy, Chennai, Tamil Nadu, India",13.0066625,80.2206369,14.089,2101,0,0,f,,,13.07853891,80.20384043,287,,,,,45936.33549,,,45936.33548,45936.33569,45936,08:03:05,13,test,,,,,,
198,102,,PENDING,RIDE,"Pillaiyar Koil Street, METROZONE TOWERS, Pillaiyar Koil St, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0820816,80.1954134,"Sri Srinivasa Hospital | Gynecologist in Kodambakkam | Normal Delivery | VBAC Delivery | PCOS | PCOD | Infertility, 47, Railway Border Rd, Taylors colony, Kodambakkam, Chennai, Tamil Nadu 600024, India",13.0529495,80.2302818,8.228,1409,0,0,f,,,,,162,,,,,,,,45936.49953,45936.49953,45936,11:59:19,17,Metrozone,Metrozone,,,,,
192,31,8,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Guindy, Guindy, Chennai, Tamil Nadu, India",13.0066625,80.2206369,14.089,2101,0,0,f,,,13.07685332,80.20451635,287,,,,,45936.33648,,,45936.33646,45936.33653,45936,08:04:30,13,test,,,,,,
199,50,,PENDING,RIDE,"Door No. 35/23, Third Floor, Modern Tower, Westcott Rd, Royapettah, Chennai, Tamil Nadu 600014, India",13.05387218,80.26448746,"CHENNAI SENIOR SECONDARY SCHOOL, Europe, 47/21, College Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006, India",13.0675501,80.2488258,4.165,604,0,0,f,,,,,107,,,,,,,,45936.52096,45936.52096,45936,12:30:11,18,real,,,,,,
193,31,8,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Guindy, Guindy, Chennai, Tamil Nadu, India",13.0066625,80.2206369,14.089,2101,0,0,f,,,13.07685332,80.20770282,287,,,,,45936.33686,,,45936.33684,45936.33693,45936,08:05:03,13,test,,,,,,
194,99,,PENDING,RIDE,"T. Nagar, T. Nagar, Chennai, Tamil Nadu, India",13.0417591,80.2340761,"Merina, 372J+6H8, Marina Beach Road, Marina Beach, Triplicane, Chennai, Tamil Nadu 600005, India",13.0507393,80.2812421,6.718,998,0,0,f,,,,,126,,,,,,,,45936.3576,45936.3576,45936,08:34:56,14,real,,,,,,
200,103,,PENDING,RIDE,"The Metrozone, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.08346126,80.19422778,"Data Udipi Hotel, 51, Anna Main Rd, Ponnambalam Colony, MGR Nagar, Nesapakkam, Chennai, Tamil Nadu 600078, India",13.0367222,80.1977264,9.225,1551,0,0,f,,,,,173,,,,,,,,45936.60964,45936.60964,45936,14:37:53,20,Metrozone,Metrozone,,,,,
201,104,,PENDING,RIDE,"60 feet, 60 Feet Rd, K. K. Nagar, Chennai, Tamil Nadu 600078, India",13.0346083,80.2034569,"SS Hyderabad Biryani West Mambalam, NO: 17/35, Brindavan St, Gokulam Colony, Ramakrishnapuram, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0418823,80.2258439,3.245,629,0,0,f,,,,,89,,,,,,,,45936.64089,45936.64089,45936,15:22:53,20,real,,,,,,
196,101,,PENDING,RIDE,"9HCM+H9M Madura Coats, Matheguda, Puttulaguda, Nagole, Hyderabad, Telangana 500068, India",17.3712392,78.5822894,"Nagole, Nagole, Hyderabad, Telangana 500068, India",17.3714737,78.5695016,2.061,398,0,0,f,,,,,88,,,,,,,,45936.48078,45936.4808,45936,11:32:20,17,test,,,,,,
202,34,,PENDING,RIDE,"The Metrozone, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.08351956,80.19421771,"Metro Station Anna Nagar Tower, Metro Station Anna Nagar Tower, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0850614,80.2090374,2.242,483,0,0,f,,,,,88,,,,,,,,45936.6521,45936.6521,45936,15:39:01,21,test,Metrozone,,,,,
203,106,,PENDING,RIDE,"391, Pugazhendhi Rd, Dudhiya, J J Nagar, Mogappair East, Chennai, Tamil Nadu 600037, India",13.0830508,80.1866347,"Arulmigu Vadapalani Murugan Temple, Palani Andavar Koil St, Vadapalani, Chennai, Tamil Nadu 600026, India",13.0530165,80.2137596,6.264,1124,0,0,f,,,,,126,,,,,,,,45936.70991,45936.70991,45936,17:02:16,22,real,,,,,,
204,107,,PENDING,RIDE,"Chennai International Airport, Chennai - Trichy Hwy, Tambaram, Meenambakkam, Chennai, Tamil Nadu 600027, India",12.9939595,80.1706653,"Chennai International Airport, Chennai - Trichy Hwy, Tambaram, Meenambakkam, Chennai, Tamil Nadu 600027, India",12.9939595,80.1706653,0,0,0,0,f,,,,,39,,,,,,,,45936.80512,45936.80515,45936,19:19:22,0,test,,,,,,
205,103,16,CANCELLED,RIDE,"No .176/27, Chennai flats, Padikuppam Main Rd, Tiruvalleeswarar Nagar, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.08384345,80.19381939,"Data Udipi Hotel, 51, Anna Main Rd, Ponnambalam Colony, MGR Nagar, Nesapakkam, Chennai, Tamil Nadu 600078, India",13.0367222,80.1977264,9.649,1574,0,0,f,,,13.07991019,80.19412011,173,,,,,45937.16846,,,45937.16837,45937.17912,45937,04:02:28,9,Metrozone,,,,,,
208,8,,PENDING,RIDE,"42, Gandhi Mandapam Rd, Chitra Nagar, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.02015003,80.24162525,"Nandanam, Nandanam, Chennai, Tamil Nadu, India",13.0300493,80.2421383,1.591,201,0,0,f,,,,,49,,,,,,,,45937.27174,45937.27177,45937,06:31:19,12,test,,,,,,
206,50,18,CANCELLED,RIDE,"368W+H2F, College Rd, Subba Road Avenue, Nungambakkam, Chennai, Tamil Nadu 600006, India",13.06640579,80.2450912,"ST COURIER - ROYAPETTAH, GROUND FLOOR, Modern Tower, 23, Westcott Rd, Royapettah, Chennai, Tamil Nadu 600014, India",13.0540257,80.2643757,3.807,603,0,0,f,,,13.05763253,80.23679405,89,,,,,45937.21481,,,45937.21431,45937.41552,45937,05:08:36,10,real,,,,,,
209,8,,PENDING,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"Ampa Skyone, 1, Nelson Manickam Rd, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736821,80.2212825,5.134,870,0,0,f,,,,,120,,,,,,,,45937.27319,45937.27321,45937,06:33:23,12,test,,,,,,
210,8,,PENDING,RIDE,"Suxus mens wear, 55, Grand Southern Trunk Rd, Sunnambu Colony, Pallavaram, Chennai, Tamil Nadu 600043, India",12.964569,80.147917,"Hotel Simsan, 36G2+PGX Near, 85, Poonamallee High Rd, West, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0765012,80.201314,20.302,2589,0,0,f,,,,,412,,,,,,,,45937.27363,45937.27364,45937,06:34:01,12,test,,,,,,
189,65,9,CANCELLED,RIDE,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.026,1744,0,0,f,,,13.07854144,80.19913584,178,,,,,45936.28564,,,45936.28511,45937.27388,45936,06:50:34,12,Metrozone,Metrozone,,,,,
207,94,16,CANCELLED,RIDE,"Metrozone P tower, Metrozone P tower, 44, Pillaiyar Koil St, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0834285,80.1950431,"Saravana Store, 2, S Park Rd, Padi, Chennai, Tamil Nadu 600050, India",13.1002886,80.1903724,3.227,517,0,0,f,1,,13.07987978,80.19411474,89,,,,,45937.2378,,,45937.23057,45937.24158,45937,05:32:01,11,Metrozone,Metrozone,,,,,
343,158,,DRIVER_NOT_FOUND,RIDE,"Kicah house, 23, Dr Ambedkar St, Old Tirumangalam, Koyambedu, Chennai, Tamil Nadu 600040, India",13.0789767,80.1997936,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,2.06,358,0,0,f,,,,,88,,,,,,,,45941.27391,45941.27393,45941,06:34:26,12,test,Metrozone,,,,,
212,8,,PENDING,RIDE,"Suxus mens wear, 55, Grand Southern Trunk Rd, Sunnambu Colony, Pallavaram, Chennai, Tamil Nadu 600043, India",12.964569,80.147917,"Hotel Simsan, 36G2+PGX Near, 85, Poonamallee High Rd, West, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0765012,80.201314,20.302,2589,0,0,f,,,,,412,,,,,,,,45937.27446,45937.27446,45937,06:35:13,12,test,,,,,,
213,8,9,CANCELLED,RIDE,"Suxus Men's and Women's Wear, 5, Jawaharlal Nehru Salai, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0788768,80.1989582,"Hotel Simsan, 36G2+PGX Near, 85, Poonamallee High Rd, West, Pallavan Nagar, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0765012,80.201314,0.462,59,0,0,f,,,13.06028131,80.22602767,39,,,,,45937.27471,,,45937.27468,45937.27482,45937,06:35:33,12,test,,,,,,
218,8,12,CANCELLED,RIDE,"42, Gandhi Mandapam Rd, Chitra Nagar, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.02017489,80.24164254,"42, Gandhi Mandapam Rd, Chitra Nagar, Kotturpuram, Chennai, Tamil Nadu 600085, India",13.020161,80.241487,0.015,2,0,0,f,,,13.02808782,80.25136381,39,,,,,45937.3696,,,45937.36957,45937.36973,45937,08:52:11,14,test,,,,,,
214,112,7,PENDING,ADHOC_RIDE,"Mangadu, Chennai, Tamil Nadu, India",13.0239864,80.1144659,"MGR University Road, VGP Amudha Nagar, Maduravoyal, Chennai, Tamil Nadu, India",13.0684429,80.1783068,8.51019605,26,0,0,f,,,,,162,,,45937.28373,,,2721,,45937.28373,45937.28373,45937,06:48:34,12,test,,,,,,
215,31,,PENDING,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"Guindy, Guindy, Chennai, Tamil Nadu, India",13.0066625,80.2206369,13.945,2100,0,0,f,,,,,284,,,,,,,,45937.2842,45937.28422,45937,06:49:15,12,test,Metrozone,,,,,
195,2,8,CANCELLED,RIDE,"VR mall stop, 35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,"CMBT Bus Stand, 3684+Q68, Chennai - Theni Hwy, Koyambedu, Chennai, Tamil Nadu 600107, India",13.0669036,80.2055654,4.416,805,0,0,f,1,,13.07568988,80.20803541,107,,,,,45936.38464,,,45936.38462,45937.28424,45936,09:13:51,14,test,,,,,,
216,31,,PENDING,RIDE,"Vr mall, 35JX+M2X, Metrozone Driveway, Anna Nagar West, Chennai, Tamil Nadu 600040, India",13.0817317,80.1976217,"Guindy, Guindy, Chennai, Tamil Nadu, India",13.0066625,80.2206369,13.945,2100,0,0,f,,,,,284,,,,,,,,45937.28441,45937.28445,45937,06:49:33,12,test,Metrozone,,,,,
219,115,,PENDING,RIDE,"DLF IT SEZ Park Main Entrance, DLF IT SEZ Park Main Entrance, Ramapuram, Chennai, Tamil Nadu 600089, India",13.0243823,80.1772356,"PVK Pride Apartment, Plot 10, &11, Padmavathi Nagar, Kamatchiamman Nagar, Mangadu, Chennai, Tamil Nadu 600122, India",13.0347955,80.1147255,8.617,1362,0,0,f,,,,,162,,,,,,,,45937.39483,45937.39483,45937,09:28:34,14,real,,,,,,
220,115,,PENDING,RIDE,"PVK Pride Apartment, Plot 10, &11, Padmavathi Nagar, Kamatchiamman Nagar, Mangadu, Chennai, Tamil Nadu 600122, India",13.0347955,80.1147255,"ShivaOhm Apartments, 353C+W54, Janaki Nagar, Maduravoyal, Chennai, Tamil Nadu 600095, India",13.0547565,80.1704502,9.441,1544,0,0,f,,,,,173,,,,,,,,45937.39521,45937.39521,45937,09:29:06,14,real,,,,,,
211,65,9,COMPLETED,RIDE,"BLOCK-G, METROZONE TOWERS, Metrozone Driveway, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.08150263,80.194331,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.05,1792,10,42,f,,1,13.06904384,80.21051377,178,173,0,45937.29442,45937.32411,45937.28246,3329,3339,45937.27419,45937.32411,45937,06:34:50,12,Metrozone,Metrozone,,,,,
217,113,,PENDING,RIDE,"Indian Oil Bhawan, 139, Nungambakkam High Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600006, India",13.05529638,80.25058549,"Suncity Lane, Suncity Ln, Davidpuram, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0844429,80.2415863,6.726,1175,0,0,f,,,,,126,,,,,,,,45937.33208,45937.33208,45937,07:58:12,13,FnF,,,,,,
227,118,,PENDING,RIDE,"X63V+XGG, Industrial Estate, Perungudi, Chennai, Tamil Nadu 600096, India",12.9549187,80.2438696,"Brigade World Trade Center Chennai, Brigade World Trade Center Sales office, 5 142, Rajiv Gandhi Salai, Tirumalai Nagar, Perungudi, Chennai, Tamil Nadu 600096, India",12.961793,80.2447247,2.139,373,0,0,f,,,,,88,,,,,,,,45937.46954,45937.46954,45937,11:16:08,16,real,,,,,,
221,116,,PENDING,RIDE,"25J9+PMR, Porur, Chennai, Tamil Nadu 600116, India",13.03176443,80.16948907,"Vadapalani, Vadapalani, Chennai, Tamil Nadu, India",13.0499711,80.2121306,6.841,1397,0,0,f,,2,,,126,,,,,,,,45937.39596,45937.39616,45937,09:30:11,15,FnF,,,,,,
224,37,8,CANCELLED,RIDE,"2/251, 14th St, C-Sector, Anna Nagar West Extension, Chennai, Tamil Nadu 600101, India",13.09641568,80.19402516,"Orient Exchange & Financial Services (P) Ltd, Baba Tower, 1/9, Sterling Ave, Nungambakkam, Chennai, Tamil Nadu 600034, India",13.0642263,80.2364152,9.147,1446,0,0,f,,,13.08104321,80.20371169,173,,,,,45937.42852,,,45937.42849,45937.43304,45937,10:17:01,15,FnF,,,,,,
222,116,16,CANCELLED,RIDE,"Thirumangalam, Thirumangalam, Chennai, Tamil Nadu, India",13.083528,80.1944807,"Koyambedu, Koyambedu, Chennai, Tamil Nadu, India",13.0693568,80.1948314,3.279,716,0,0,f,,2,13.07986964,80.19415766,89,,,,,45937.39662,,,45937.39654,45937.39677,45937,09:31:01,15,FnF,,,,,,
223,65,,PENDING,RIDE,"Russia Visa Centre, ISPAHANI Center No 123, 1st Floor, 124, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.05509751,80.24984425,"Metrozone G Tower, 35JV+C8X, Metrozone Driveway, Anna Nagar West, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0811021,80.1933499,8.945,1526,0,0,f,,,,,162,,,,,,,,45937.39875,45937.39875,45937,09:34:12,15,Metrozone,Metrozone,,,,,
230,30,,PENDING,RIDE,"50, Mc Nichols Road 3rd Ln, Chetpet, Chennai, Tamil Nadu 600031, India",13.0713317,80.2412249,"Mogappair, Mogappair, Chennai, Tamil Nadu, India",13.0837224,80.1749627,9.749,1548,0,0,f,,,,,173,,,,,,,,45937.55103,45937.55103,45937,13:13:29,18,real,,,,,,
226,104,,PENDING,RIDE,"26M5+768 ESIC MEDICAL COLLEGE &amp; PGIMSR, K. K. Nagar, Chennai, Tamil Nadu 600078, India",13.032987,80.2075499,"Third Wave Coffee, No: 41A, 41B, Zone 3B Uptown@kathipara, Urban Square, 42A & 42B, Ramapuram, Guindy Industrial Estate, Kathipara, Guindy, St.Thomas Mount, Chennai, Tamil Nadu 600016, India",13.0079074,80.2040605,4.54,778,0,0,f,,,,,107,,,,,,,,45937.45392,45937.45392,45937,10:53:38,16,real,,,,,,
228,2,9,CANCELLED,RIDE,"VR Chennai, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0805465,80.197132,"35HX+QC4, Grand Northern Trunk Rd, Thirumangalam, Koyambedu, Chennai, Tamil Nadu 600050, India",13.0793905,80.1985753,3.433,594,0,0,f,1,,13.08468054,80.21480531,89,,,,,45937.49372,,,45937.49354,45937.49376,45937,11:50:42,17,test,,,,,,
229,8,10,CANCELLED,RIDE,"VR Chennai, Jawaharlal Nehru Salai, Thirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0805465,80.197132,"Ampa Skyone, 1, Nelson Manickam Rd, Aminjikarai, Chennai, Tamil Nadu 600030, India",13.0736821,80.2212825,5.19,913,0,0,f,,,13.08465519,80.21397382,120,,,,,45937.49981,,,45937.49979,45937.50017,45937,11:59:42,17,test,,,,,,
269,138,,PENDING,RIDE,Unknown Location,0,0,"Central Railway Station, Periamet, Jutkapuram, Park Town, Chennai, Tamil Nadu 600003, India",13.083397,80.276202,0,0,0,0,f,,,,,39,,,,,,,,45939.04984,45939.04984,45939,01:11:47,6,real,,,,,,
225,117,12,COMPLETED,ADHOC_RIDE,"Thirumangalam EB Office, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.078676,80.198964,"T. Nagar, Chennai, Tamil Nadu, India",13.0417591,80.2340761,5.602325688,20,8,86,f,,,,,120,258,258,45937.44836,45937.50878,,1818,1826,45937.44802,45938.06154,45937,10:45:09,16,test,,,,,,
231,119,9,CANCELLED,RIDE,"50, Mc Nichols Road 3rd Ln, Chetpet, Chennai, Tamil Nadu 600031, India",13.0713349,80.2411953,"287, Ayanambakkam Rd, Pachaiappan Nagar Phase II, Koladdi Village, Vijay Nagar, Chennai, Tamil Nadu 600095, India",13.08484292,80.14213555,12.965,2206,0,0,f,,,13.08493147,80.21007389,265,,,,,45937.55279,,,45937.55271,45937.55373,45937,13:15:54,18,real,,,,,,
232,72,,PENDING,RIDE,"hi47, Gangai Amman Koil St, Lakshmi Nagar, Gangai Amman Colony, Vadapalani, Chennai, Tamil Nadu 600026, India",13.05560294,80.18763276,"Anna Nagar, Anna Nagar, Chennai, Tamil Nadu, India",13.0849557,80.2101342,6.334,1107,0,0,f,,,,,126,,,,,,,,45937.71013,45937.71013,45937,17:02:35,22,FnF,,,,,,
233,13,12,PENDING,ADHOC_RIDE,"Thirumangalam EB Office, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.078676,80.198964,"Vadapalani, Chennai, Tamil Nadu, India",13.0499711,80.2121306,3.49988306,8,0,0,f,,,,,89,,,45938.06189,,,1899,,45938.06189,45938.06189,45938,01:29:07,6,test,,,,,,
234,8,,PENDING,RIDE,"Thirumangalam EB Office, Old Tirumangalam, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.078676,80.198964,"T. Nagar, T. Nagar, Chennai, Tamil Nadu, India",13.0417591,80.2340761,7.421,1227,0,0,f,,,,,145,,,,,,,,45938.20146,45938.20146,45938,04:50:06,10,test,,,,,,
235,65,,PENDING,RIDE,"BLOCK-G, METROZONE TOWERS, Metrozone Driveway, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.08153452,80.19409633,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.056,1775,0,0,f,,,,,178,,,,,,,,45938.23101,45938.23101,45938,05:32:39,11,Metrozone,Metrozone,,,,,
236,65,,PENDING,RIDE,"BLOCK-G, METROZONE TOWERS, Metrozone Driveway, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.08142337,80.19422044,"20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,10.058,1776,0,0,f,,,,,178,,,,,,,,45938.23146,45938.23146,45938,05:33:19,11,Metrozone,Metrozone,,,,,
240,113,18,CANCELLED,RIDE,"Suncity Lane, Suncity Ln, Davidpuram, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0844429,80.2415863,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,6.066,988,0,0,f,,1,,,126,,,,,,,,45938.30092,45938.30239,45938,07:13:20,12,FnF,,,,,,
239,122,18,CANCELLED,RIDE,"Metrozone Towers Club House, METROZONE TOWERS, 44, Pillaiyar Koil St, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.08219042,80.19468918,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,9.81,1664,0,0,f,,,13.05194968,80.21321744,173,,,,,45938.29479,,,45938.2946,45938.29489,45938,07:04:13,12,Metrozone,Metrozone,,,,,
237,76,16,COMPLETED,RIDE,"BLOCK-G, METROZONE TOWERS, Metrozone Driveway, Thirumangalam, Anna Nagar West Extension, Chennai, Tamil Nadu 600040, India",13.0817126,80.1938283,"Thirumangalam Metro, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040, India",13.0854821,80.2009823,1.6,422,1,6,f,,,13.07988485,80.1940611,49,39,39,45938.24063,45938.24535,45938.2374,1920,1921,45938.23724,45938.24541,45938,05:41:38,11,Metrozone,Metrozone,,,,,
241,113,,PENDING,RIDE,"Suncity Lane, Suncity Ln, Davidpuram, Kilpauk, Chennai, Tamil Nadu 600010, India",13.0844429,80.2415863,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,6.066,988,0,0,f,,1,,,126,,,,,,,,45938.30255,45938.3026,45938,07:15:41,12,FnF,,,,,,
243,113,18,CANCELLED,RIDE,"23/11, Davidpuram, Kilpauk, Chennai, Tamil Nadu 600010, India",13.08449699,80.24140434,"M.O.P. Vaishnav College for Women, 20, IV Lane, Nungambakkam High Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600034, India",13.0557886,80.250348,6.066,988,0,0,f,,1,13.06619989,80.2312097,126,,,,,45938.30499,,,45938.3049,45938.30541,45938,07:19:04,12,FnF,,,,,,
